alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极ge_or_fig
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,precipitate analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,"specimens SM2, AO, MC",,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,precipitate analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,"specimens SM2, AO, MC",,,,,,
Zircaloy-2,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,precipitate analysis,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk1,"specimens SM2, AO, MC",,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,,"Specimen Identification: MA,MB MC,MD",specimen_description,,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,irradiation test fuel cladding tubes,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,irradiation test fuel cladding tubes,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,irradiation test fuel cladding tubes,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,irradiation test fuel cladding tubes,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,irradiation test fuel cladding tubes,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,irradiation test fuel cladding tubes,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,irradiation test fuel cladding tubes,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,irradiation test fuel cladding tubes,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,irradiation test fuel cladding tubes,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,irradiation test fuel cladding tubes,,,,,,
,{},,"{'temp_C': 577, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': None}",a3db4f0b14fc,1.0,,Specimens were annealed at 577°C for 3 h before the corrosion tests,process_condition,,text,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,annealed,,,,,,
,{},,"{'temp_C': 577, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': None}",a3db4f0b14fc,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,annealed,,,,,,
,{},,"{'temp_C': 577, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': None}",a3db4f0b14fc,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,annealed,,,,,,
,{},,"{'temp_C': 577, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': None}",a3db4f0b14fc,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,annealed,,,,,,
,{},,"{'temp_C': 577, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': None}",a3db4f0b14fc,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,annealed,,,,,,
,{},,"{'temp_C': 577, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': None}",a3db4f0b14fc,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,annealed,,,,,,
,{},,"{'temp_C': 577, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': None}",a3db4f0b14fc,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,annealed,,,,,,
,{},,"{'temp_C': 577, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': None}",a3db4f0b14fc,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,annealed,,,,,,
,{},,"{'temp_C': 577, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': None}",a3db4f0b14fc,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,annealed,,,,,,
,{},,"{'temp_C': 577, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3, 'atmosphere': None}",a3db4f0b14fc,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,annealed,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 24, 'atmosphere': None}",ab279a2e2e77,1.0,corrosion,one-step method at 510°C/10.3 MPa for 24 h,test_condition,,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,corrosion,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 24, 'atmosphere': None}",ab279a2e2e77,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 24, 'atmosphere': None}",ab279a2e2e77,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 24, 'atmosphere': None}",ab279a2e2e77,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 24, 'atmosphere': None}",ab279a2e2e77,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 24, 'atmosphere': None}",ab279a2e2e77,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 24, 'atmosphere': None}",ab279a2e2e77,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 24, 'atmosphere': None}",ab279a2e2e77,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 24, 'atmosphere': None}",ab279a2e2e77,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",24ed05a1af8c,1.0,corrosion,prefilming step at 410°C/10.3 MPa for 8 h,test_condition,,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,corrosion,,,,,
,{},,"{'temp_C': 410, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",24ed05a1af8c,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",24ed05a1af8c,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",24ed05a1af8c,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",24ed05a1af8c,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",24ed05a1af8c,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",24ed05a1af8c,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",24ed05a1af8c,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 410, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 8, 'atmosphere': None}",24ed05a1af8c,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",41d77d31ea10,1.0,corrosion,nodule sensitization step at 510°C/10.3 MPa for 16 h,test_condition,,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,corrosion,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",41d77d31ea10,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",41d77d31ea10,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",41d77d31ea10,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",41d77d31ea10,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",41d77d31ea10,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",41d77d31ea10,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",41d77d31ea10,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
,{},,"{'temp_C': 510, 'medium': None, 'pressure_MPa': 10.3, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",41d77d31ea10,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk2,,,,,,,
MA,{},,"{'temp_C': 190, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",e75545776b3b,0.9,corrosion,MA at 190°C: Uniform Layer Thickness Tu = 2.5 μm,measurement,,Table 2,prefilming at 410°C for 8h,uniform layer thickness,μm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,corrosion test,μm,2.5,,,
MA,{},,"{'temp_C': 190, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",e75545776b3b,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,prefilming at 410°C for 8h,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,,,,,,
MA,{},,"{'temp_C': 190, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",e75545776b3b,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,prefilming at 410°C for 8h,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,,,,,,
MA,{},,"{'temp_C': 190, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",e75545776b3b,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,prefilming at 410°C for 8h,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,,,,,,
MA,{},,"{'temp_C': 190, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",e75545776b3b,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,prefilming at 410°C for 8h,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,,,,,,
MA,{},,"{'temp_C': 190, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",e75545776b3b,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,prefilming at 410°C for 8h,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,,,,,,
MA,{},,"{'temp_C': 190, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",e75545776b3b,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,prefilming at 410°C for 8h,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,,,,,,
MA,{},,"{'temp_C': 190, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",e75545776b3b,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,prefilming at 410°C for 8h,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,,,,,,
MA,{},,"{'temp_C': 190, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",e75545776b3b,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,prefilming at 410°C for 8h,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,,,,,,
MA,{},,"{'temp_C': 500, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",11b93724d2e2,0.9,corrosion,"MA at 500°C: Dm = 0.48 mm, To = 0.051 mm, Ti = 0.051 mm, Tt = 0.10 mm, Tu = 2.5 μm",measurement,,Table 2,prefilming at 410°C for 8h,average nodule diameter,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,corrosion test,mm,0.48,,,
MA,{},,"{'temp_C': 500, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",11b93724d2e2,0.9,corrosion,MA at 500°C: To = 0.051 mm,measurement,,Table 2,prefilming at 410°C for 8h,oxide thickness,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,corrosion test,mm,0.051,,,
MA,{},,"{'temp_C': 500, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",11b93724d2e2,0.9,corrosion,MA at 500°C: Ti = 0.051 mm,measurement,,Table 2,prefilming at 410°C for 8h,interface thickness,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,corrosion test,mm,0.051,,,
MA,{},,"{'temp_C': 500, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",11b93724d2e2,0.9,corrosion,MA at 500°C: Tt = 0.10 mm,measurement,,Table 2,prefilming at 410°C for 8h,average nodule thickness,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,corrosion test,mm,0.1,,,
MA,{},,"{'temp_C': 500, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",11b93724d2e2,0.9,corrosion,MA at 500°C: Tu = 2.5 μm,measurement,,Table 2,prefilming at 410°C for 8h,uniform layer thickness,μm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,corrosion test,μm,2.5,,,
MC,{},,"{'temp_C': 500, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",11b93724d2e2,0.9,corrosion,"MC at 500°C: Dm = 0.338-0.621 mm, To = 0.033-0.074 mm, Ti = 0.067 mm, Tt = 0.061 mm, Tu = 3.4 μm",measurement,,Table 2,prefilming at 410°C for 8h,average nodule diameter,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,corrosion test,mm,,0.621,0.338,
MC,{},,"{'temp_C': 500, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",11b93724d2e2,0.9,corrosion,MC at 500°C: To = 0.033-0.074 mm,measurement,,Table 2,prefilming at 410°C for 8h,oxide thickness,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,corrosion test,mm,,0.074,0.033,
MC,{},,"{'temp_C': 500, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",11b93724d2e2,0.9,corrosion,MC at 500°C: Ti = 0.067 mm,measurement,,Table 2,prefilming at 410°C for 8h,interface thickness,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,corrosion test,mm,0.067,,,
MC,{},,"{'temp_C': 500, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",11b93724d2e2,0.9,corrosion,MC at 500°C: Tt = 0.061 mm,measurement,,Table 2,prefilming at 410°C for 8h,average nodule thickness,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,corrosion test,mm,0.061,,,
MC,{},,"{'temp_C': 500, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",11b93724d2e2,0.9,corrosion,MC at 500°C: Tu = 3.4 μm,measurement,,Table 2,prefilming at 410°C for 8h,uniform layer thickness,μm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,corrosion test,μm,3.4,,,
MA,{},,"{'temp_C': 500, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",11b93724d2e2,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,prefilming at 410°C for 8h,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,,,,,,
MA,{},,"{'temp_C': 500, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 16, 'atmosphere': None}",11b93724d2e2,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,prefilming at 410°C for 8h,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_021_chunk3,,,,,,,
