alloy_name,composition,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,metric极,note,page_or_fig,page_or_f极,process_step,property_name,raw_unit,source_id,source极,specimen_state,test_type,unit,value,value_max,value_min,极alue
Zircaloy-4,"{'Cr': {'value': 0.11, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_极08_chunk2,,,,,,,,
Zircaloy-4,"{'Cr': {'value': 0.11, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_极08_chunk2,,,,,,,,
Zircaloy-4,"{'Cr': {'value': 0.11, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_极08_chunk2,,,,,,,,
Zircaloy-4,"{'Cr': {'value': 0.11, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_极08_chunk2,,,,,,,,
Zircaloy-4,"{'Cr': {'value': 0.11, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_极08_chunk2,,,,,,,,
Zircaloy-4,"{'Cr': {'value': 0.11, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_极08_chunk2,,,,,,,,
Zircaloy-4,"{'Cr': {'value': 0.11, 'unit': 'wt%'}}","{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 2,,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_极08_chunk2,,,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,elastoplastic_model,hydraulically expanded approximately 8% in outside diameter,measurement,,,Text,,hydraulic expansion,diameter expansion,%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,recrystallized,Deformation,%,8,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,elastoplastic_model,hydraulic pressure required was approximately 152 MPa,measurement,,,Text,,hydraulic expansion,pressure,MPa,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,recrystallized,Deformation,MPa,152,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,hydraulic expansion,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,recrystallized,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,hydraulic expansion,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,recrystallized,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,hydraulic expansion,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,recrystallized,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,hydraulic expansion,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,recrystallized,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,hydraulic expansion,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,recrystallized,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,hydraulic expansion,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,recrystallized,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,hydraulic expansion,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,recrystallized,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,hydraulic expansion,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,recrystallized,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",2caa7967f17f,0.9,hardening,recrystallization annealed at 677°C,measurement,,,Text,,recrystallization annealing,annealing temperature,°C,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,as-expanded,Heat treatment,°C,677,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",2caa7967f17f,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,recrystallization annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,as-expanded,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",2caa7967f17f,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,recrystallization annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,as-expanded,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",2caa7967f17f,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,recrystallization annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,as-expanded,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",2caa7967f17f,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,recrystallization annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,as-expanded,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",2caa7967f17f,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,recrystallization annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,as-expanded,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",2caa7967f17f,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,recrystallization annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,as-expanded,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",2caa7967f17f,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,recrystallization annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,as-expanded,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",2caa7967f17f,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Text,,recrystallization annealing,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk2,,as-expanded,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,hardening,"Second Pass Product (Stress-Relief Annealed): CSR = 1.48,1.72,1.44,1.69",measurement,,,TABLE 4,,second pass,CSR,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,stress-relief annealed,,,1.44,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,hardening,"Second Pass Product (Stress-Relief Annealed): CSR = 1.48,1.72,1.44,1.69",measurement,,,TABLE 4,,second pass,CSR,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,stress-relief annealed,,,1.69,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,hardening,"fr = 0.527,0.543,0.524,0.543",measurement,,,TABLE 4,,second pass,radial texture parameter,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,stress-relief annealed,,,0.527,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,hardening,"fr = 0.527,0.543,0.524,0.543",measurement,,,TABLE 4,,second pass,radial texture parameter,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,stress-relief annealed,,,0.543,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,hardening,"fr = 0.527,0.543,0.524,0.543",measurement,,,TABLE 4,,second pass,radial texture parameter,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,stress-relief annealed,,,0.524,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,TABLE 4,,second pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,stress-relief annealed,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,TABLE 4,,second pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,stress-relief annealed,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,TABLE 4,,second pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,stress-relief annealed,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,TABLE 4,,second pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,stress-relief annealed,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,TABLE 4,,second pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,stress-relief annealed,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,TABLE 4,,second pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,stress-relief annealed,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,TABLE 4,,second pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,stress-relief annealed,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,TABLE 4,,second pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,stress-relief annealed,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,hardening,"Input material: CSR = 0.80, f_r = 0.412 (recrystallized)",measurement,,,text,,input material,CSR,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,recrystallized,,,0.8,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,hardening,"Input material: CSR = 0.80, f_r = 0.412 (recrystallized)",measurement,,,text,,input material,radial texture parameter,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,recrystallized,,,0.412,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,input material,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,recrystallized,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,input material,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,recrystallized,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,input material,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,recrystallized,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,input material,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,recrystallized,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,input material,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,recrystallized,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,input material,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,recrystallized,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,input material,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,recrystallized,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,input material,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,recrystallized,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.8,elastoplastic_model,"First pass Q ≈ 2.06, % area reduction = 79",measurement,,,text,,first pass,Q-ratio,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,,,,2.06,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.8,elastoplastic_model,"First pass Q ≈ 2.06, % area reduction = 79",measurement,,,text,,first pass,area reduction,%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,,,%,79,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,elastoplastic_model,"Second pass Q = 1.91, % area reduction = 82",measurement,,,text,,second pass,Q-ratio,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,,,,1.91,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,elastoplastic_model,"Second pass Q = 1.91, % area reduction = 82",measurement,,,text,,second pass,area reduction,%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,,,%,82,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,first pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,first pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,first pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,first pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,first pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,first pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,first pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,,,,,,,
Zircaloy,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,,first pass,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,elastoplastic_model,"No.1: OD=0.7095 in., Wall=0.0665 in., Circ.=0.105, Radial=-0.107, Axial=0.002, OD=8.7%, Wall=-10.1%, Axial=0.2%",measurement,,,TABLE 5,,expansion,OD,inch,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,expanded,,mm,18.0213,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,TABLE 5,,expansion,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,expanded,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,TABLE 5,,expansion,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,expanded,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,TABLE 5,,expansion,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,expanded,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,TABLE 5,,expansion,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,expanded,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,TABLE 5,,expansion,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,expanded,,,,,,
Zircaloy-2,{},"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,TABLE 5,,expansion,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_008_chunk3,,expanded,,,,,,
