alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,evidence极,metric_type,metric极,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极 step
Zircaloy-4,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,thermal_conductivity,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,thermal_expansion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,irradiation_creep,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,irradiation_swelling,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,corrosion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
Zircaloy-4,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,hardening,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk2,cladding,,,,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,elastoplastic_model,The contractile strain ratios (CSR) were measured during an interrupted uniaxial tension test at room temperature.,,judgement,,,text,,contractile strain ratio,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,uniaxial tension,,,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,elastoplastic_model,CSR testing was done similar to the tension test except the CSR test was stopped at an axial strain of $2 . 5 \%$,,measurement,,,text,,axial strain,%,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,CSR,%,2.5,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,elastoplastic_model,After unloading and a 1-h relaxation,,measurement,,,text,relaxation,time,h,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,h,1,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,elastoplastic_model,"Cladding Lot, Yield Strength, MPa, Ultimate Strength, MPa, Elongation, %, Yield Strength, MPa, 343°C (650°F) Ultimate Strength, MPa, Elongation, %, CSR Anisotropy Parameter",,measurement,,,table,,yield strength,MPa,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,tensile,MPa,576,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,elastoplastic_model,"Cladding Lot, Yield Strength, MPa, Ultimate Strength, MPa, Elongation, %, Yield Strength, MPa, 343°C (650°F) Ultimate Strength, MPa, Elongation, %, CSR Anisotropy Parameter",,measurement,,,table,,ultimate strength,MPa,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,tensile,MPa,786,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,elastoplastic_model,"Cladding Lot, Yield Strength, MPa, Ultimate Strength, MPa, Elongation, %, Yield Strength, MPa, 343°C (650°F) Ultimate Strength, MPa, Elongation, %, CSR Anisotropy Parameter",,measurement,,,table,,ultimate strength,MPa,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,tensile,MPa,765,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,elastoplastic_model,"Cladding Lot, Yield Strength, MPa, Ultimate Strength, MPa, Elongation, %, Yield Strength, MPa, 343°C (650°F) Ultimate Strength, MPa, Elongation, %, CSR Anisotropy Parameter",,measurement,,,table,,elongation,%,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,tensile,%,20,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,elastoplastic_model,"Cladding Lot, Yield Strength, MPa, Ultimate Strength, MPa, Elongation, %, Yield Strength, MPa, 343°C (650°F) Ultimate Strength, MPa, Elongation, %, CSR Anisotropy Parameter",,measurement,,,table,,elongation,%,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,tensile,%,21,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,density,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,specific_heat,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,thermal_conductivity,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,thermal_expansion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,irradiation_creep,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,irradiation_swelling,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,corrosion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 22, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",88877c2dda45,,hardening,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,elastoplastic_model,"Cladding Lot, Yield Strength, MPa, Ultimate Strength, MPa, Elongation, %, Yield Strength, MPa, 343°C (650°F) Ultimate Strength, MPa, Elongation, %, CSR Anisotropy Parameter",,measurement,,,table,,yield strength,MPa,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,tensile,MPa,335,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,elastoplastic_model,"Cladding Lot, Yield Strength, MPa, Ultimate Strength, MPa, Elongation, %, Yield Strength, MPa, 343°C (650°F) Ultimate Strength, MPa, Elongation, %, CSR Anisotropy Parameter",,,measurement,,table,,yield strength,MPa,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,tensile,MPa,369,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,elastoplastic_model,"Cladding Lot, Yield Strength, MPa, Ultimate Strength, MPa, Elongation, %, Yield Strength, MPa, 343°C (650°F) Ultimate Strength, MPa, Elongation, %, CSR Anisotropy Parameter",,measure极,,,table,,ultimate strength,MPa,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,tensile,MPa,483,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,elastoplastic_model,,"Cladding Lot, Yield Strength, MPa, Ultimate Strength, MPa, Elongation, %, Yield Strength, MPa, 343°C (650°F) Ultimate Strength, MPa, Elongation, %, CSR Anisotropy Parameter",measurement,,,table,,elongation,%,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,tensile,%,24,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,density,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,specific_heat,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,thermal_conductivity,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,thermal_expansion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,irradiation_creep,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,irradiation_swelling,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,corrosion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d102461c673c,,hardening,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, '极 rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6fcc36906f4e,,elastoplastic_model,"Cladding Lot, Yield Strength, MPa, Ultimate Strength, MPa, Elongation, %, Yield Strength, MPa, 343°C (650°F) Ultimate Strength, MPa, Elongation, %, CSR Anisotropy Parameter",,measurement,,,table,,ultimate strength,MPa,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极 chunk3,,tensile,MPa,479,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, '极 rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6fcc36906f4e,,density,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极 chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, '极 rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6fcc36906f4e,,specific_heat,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极 chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, '极 rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6fcc36906f4e,,thermal_conductivity,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极 chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, '极 rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6fcc36906f4e,,thermal_expansion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极 chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, '极 rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6fcc36906f4e,,irradiation_creep,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极 chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, '极 rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6fcc36906f4e,,irradiation_swelling,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极 chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, '极 rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6fcc36906f4e,,corrosion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极 chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, '极 rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6fcc36906f4e,,hardening,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极 chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d742b53baf29,,elastoplastic_model,"Cladding Lot, Yield Strength, MPa, Ultimate Strength, MPa, Elongation, %, Yield Strength, MPa, 343°C (650°F) Ultimate Strength, MPa, Elongation, %, CSR Anisotropy Parameter",,measurement,,,table,,elongation,%,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,tensile,%,20,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d742b53baf29,,density,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d742b53baf29,,specific_heat,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d742b53baf29,,thermal_conductivity,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d742b53baf29,,thermal_expansion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d742b53baf29,,irradiation_creep,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d742b53baf29,,irradiation_swelling,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d742b53baf29,,corrosion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': 343, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d742b53baf29,,hardening,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,"Cladding Lot, Yield Strength, MPa, Ultimate Strength, MPa, Elongation, %, Yield Strength, MPa, 343°C (650°F) Ultimate Strength, MPa, Elongation, %, CSR Anisotropy Parameter",,measurement,,,table,,anisotropy parameter,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,CSR,,2.4,2.47,2.33,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,,not_available,,auto_filled_domain_placeholder,table,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk3,,,,,,,
Zircaloy-4,"{'Sn': {'value': 1.42, 'unit': 'wt%'}}",1.42% Sn,"{'temp_C': 399, 'temp_K': 672, 'medium': None, 'pressure_MPa': None, 'stress_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b9e396e94bec,0.9,irradiation_creep,E (1.42% Sn),,measurement,,,table,,steady state strain rate,1/h,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk4,cladding,creep test,1/s,0.0004222,,,
Zircaloy-4,"{'Sn': {'value': 1.22, 'unit': 'wt%'}}",1.22% Sn,"{'temp_C': 399, 'temp_K': 672, 'medium': None, 'pressure_MPa': None, 'stress_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b9e396e94bec,0.9,irradiation_creep,F (1.22% Sn),,measurement,,,table,,steady state strain rate,1/h,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk4,cladding,creep test,1/s,-5.194e-09,,,
Zircaloy-4,"{'Sn': {'value': 1.22, 'unit': 'wt%'}}",1.22% Sn,"{'temp_C': 399, 'temp_K': 672, 'medium': None, 'pressure_MPa': None, 'stress_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b9e396e94bec,0.9,irradiation_creep,F (1.22% Sn),,measurement,,,table,,steady state strain rate,1/h,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk4,cladding,creep test,1/s,0.1172,,,
Zircaloy-4,"{'Sn': {'value': 1.22, 'unit': 'wt%'}}",1.22% Sn,"{'temp_C': 399, 'temp_K': 672, 'medium': None, 'pressure_MPa': None, 'stress_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b9e396e94bec,0.9,irradiation_creep,F (1.22% Sn),,measurement,,,table,,steady state strain rate,1/h,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk4,cladding,creep test,1/s,7.139e-08,,,
Zircaloy-4,"{'Sn': {'value': 1.22, 'unit': 'wt%'}}",1.22% Sn,"{'temp_C': 399, 'temp_K': 672, 'medium': None, 'pressure_MPa': None, 'stress_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b9e396e94bec,0.9,irradiation_creep,F (1.22% Sn),,measurement,,,table,,steady state strain rate,1/h,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk4,cladding,creep test,1/s,0.1831,,,
Zircaloy-4,"{'Sn': {'value': 1.22, 'unit': 'wt%'}}",1.22% Sn,"{'temp_C': 399, 'temp_K': 672, 'medium': None, 'pressure_MPa': None, 'stress_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b9e396e94bec,0.9,irradiation_creep,F (1.22% Sn),,measurement,,,table,,steady state strain rate,1/h,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk4,cladding,creep test,1/s,2.064e-08,,,
Zircaloy-4,"{'Sn': {'value': 1.22, 'unit': 'wt%'}}",1.22% Sn,"{'temp_C': 399, 'temp_K': 672, 'medium': None, 'pressure_MPa': None, 'stress_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b9e396e94bec,0.9,irradiation_creep,F (1.22% Sn),,measurement,,,table,,steady state strain rate,1/h,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_040_chunk4,cladding,creep test,1/s,1.314e-10,,,
