alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,process极,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极value
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",63e5fe35c3c2,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",63e5fe35c3c2,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",63e5fe35c3c2,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",63e5fe35c3c2,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",63e5fe35c3c2,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",63e5fe35c3c2,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-05, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",63e5fe35c3c2,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-06, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6f64d555ce80,,elastoplastic_model,"relaxation after tension at three strain rates, $8 . 3 \times 1 0 ^ { - 5 }$ $8 . 3 \times 1 0 ^ { - 6 }$ , and $8 . 3 \times 1 0 ^ { - 7 } \ : \mathrm { s } ^ { - 1 }$",condition,,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,tension-relaxation,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-06, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6f64d555ce80,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-06, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6f64d555ce80,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-06, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6f64d555ce80,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-06, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6f64d555ce80,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-06, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6f64d555ce80,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-06, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6f64d555ce80,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-06, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6f64d555ce80,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-06, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6f64d555ce80,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-07, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",5ba2706be368,,elastoplastic_model,"relaxation after tension at three strain rates, $8 . 3 \times 1 0 ^ { - 5 }$ $8 . 3 \times 1 0 ^ { - 6 }$ , and $8 . 3 \times 1 0 ^ { - 7 } \ : \mathrm { s } ^ { - 1 }$",condition,,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,tension-relaxation,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-07, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",5ba2706be368,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-07, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",5ba2706be368,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-07, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",5ba2706be368,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-07, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",5ba2706be368,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-07, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",5ba2706be368,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-07, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",5ba2706be368,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-07, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",5ba2706be368,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 8.3e-07, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",5ba2706be368,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk2,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,0.9,elastoplastic_model,The amount of axial strain accumulated from the beginning of the biaxial creep to the start of relaxation was 3.89%,measurement,,text,"biaxial creep, axial creep",,axial strain,%,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,tubular,creep,%,3.89,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,0.9,elastoplastic_model,Stress versus time records of Zircaloy-2 at 648 K from relaxation test after biaxial creep and axial creep,measurement,,Fig. 9,"biaxial creep, axial creep",,stress,MPa,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,tubular,relaxation,MPa,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"biaxial creep, axial creep",,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,tubular,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"biaxial creep, axial creep",,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,tubular,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"biaxial creep, axial creep",,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,tubular,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"biaxial creep, axial creep",,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,tubular,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"biaxial creep, axial creep",,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,tubular,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"biaxial creep, axial creep",,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,tubular,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"biaxial creep, axial creep",,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,tubular,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,"biaxial creep, axial creep",,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,tubular,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,0.9,elastoplastic_model,Log stress versus log strain rate curves derived from load relaxation curves of repeated tension-relaxation tests at 648 K: (a) Zircaloy-2,measurement,,Fig. 10a,tension-relaxation,,stress,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,tension-relaxation,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,0.9,elastoplastic_model,sets of log stress versus log strain rate curves of Zircaloy-2 and -4 after different constant strain rate tensile deformation at 648 K,measurement,,Fig. 11a,tensile deformation,,strain rate,s^-1,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,tension,s^-1,8.3e-05,8.3e-05,8.3e-07,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10a,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10a,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10a,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10a,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10a,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10a,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10a,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10a,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluorescence': None, 'time_h': None, 'atmosphere': None}",30a41123b849,0.9,elastoplastic_model,Log stress versus log strain rate curves derived from load relaxation curves of repeated tension-relaxation tests at 648 K: (b) Zircaloy-4,measurement,,Fig. 10b,tension-relaxation,,stress,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,tension-relaxation,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluorescence': None, 'time_h': None, 'atmosphere': None}",30a41123b849,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10b,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluorescence': None, 'time_h': None, 'atmosphere': None}",30a41123b849,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10b,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluorescence': None, 'time_h': None, 'atmosphere': None}",30a41123b849,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10b,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluorescence': None, 'time_h': None, 'atmosphere': None}",30a41123b849,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10b,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluorescence': None, 'time_h': None, 'atmosphere': None}",30a41123b849,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10b,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluorescence': None, 'time_h': None, 'atmosphere': None}",30a41123b849,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10b,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluorescence': None, 'time_h': None, 'atmosphere': None}",30a41123b849,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10b,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluorescence': None, 'time_h': None, 'atmosphere': None}",30a41123b849,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 10b,tension-relaxation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk3,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,1.0,elastoplastic_model,Log stress versus log strain rate curves derived from different initial strain rate load relaxation tests at 648 K: (a) Zircaloy-2 and (b) Zircaloy-4.,curve,,FIG. 11,load relaxation tests,,stress vs strain rate,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,load relaxation,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,FIG. 11,load relaxation tests,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,FIG. 11,load relaxation tests,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,FIG. 11,load relaxation tests,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,FIG. 11,load relaxation tests,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,FIG. 11,load relaxation tests,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,FIG. 11,load relaxation tests,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,FIG. 11,load relaxation tests,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,,,,,,
Zircaloy-2,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3d78339497ad,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,FIG. 11,load relaxation tests,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'slowest', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c2342c45854c,1.0,elastoplastic_model,the curve at the slowest initial strain rate is located furthest to the left,judgement,,Text,,relaxation,curve position,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,load relaxation,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'slowest', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c2342c45854c,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'slowest', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c2342c45854c,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'slowest', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c2342c45854c,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'slowest', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c2342c45854c,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,,,,,,
Zircaloy-4,{},,"{'temp_C': 648, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': 'slowest', 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",c2342c45854c,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_039_chunk4,,,,,,,
