alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极
,,,"{'temp_C': 900, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",484048563fd3,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 900, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",484048563fd3,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 900, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2, 'atmosphere': None}",484048563fd3,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 0.167, 'atmosphere': None}",421739830030,1.0,,"After keeping specimens at a given temperature, including 650, 800, 830 or 900°C for 2 h or 1030°C for 10 min",condition,,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 0.167, 'atmosphere': None}",421739830030,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 0.167, 'atmosphere': None}",421739830030,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 0.167, 'atmosphere': None}",421739830030,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 0.167, 'atmosphere': None}",421739830030,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 0.167, 'atmosphere': None}",421739830030,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 0.167, 'atmosphere': None}",421739830030,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 0.167, 'atmosphere': None}",421739830030,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 0.167, 'atmosphere': None}",421739830030,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 1030, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 0.167, 'atmosphere': None}",421739830030,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Heat Treatment,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': -196, 'medium': None, 'pressure_MPa': 0.1, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",62a84197b5fa,1.0,,Magnetic susceptibility and magnetization were measured using a Faraday type torsion magnetometer from room temperature to the temperature of liquid nitrogen with a magnetic field intensity of 0.1 to 1 T,test_condition,,Magnetic Measurement,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,magnetic measurement,,,,,
,,,"{'temp_C': -196, 'medium': None, 'pressure_MPa': 0.1, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",62a84197b5fa,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Magnetic Measurement,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': -196, 'medium': None, 'pressure_MPa': 0.1, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",62a84197b5fa,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Magnetic Measurement,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': -196, 'medium': None, 'pressure_MPa': 0.1, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",62a84197b5fa,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Magnetic Measurement,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': -196, 'medium': None, 'pressure_MPa': 0.1, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",62a84197b5fa,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Magnetic Measurement,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': -196, 'medium': None, 'pressure_MPa': 0.1, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",62a84197b5fa,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Magnetic Measurement,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': -196, 'medium': None, 'pressure_MPa': 0.1, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",62a84197b5fa,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Magnetic Measurement,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': -196, 'medium': None, 'pressure_MPa': 0.1, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",62a84197b5fa,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Magnetic Measurement,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': -196, 'medium': None, 'pressure_MPa': 0.1, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",62a84197b5fa,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Magnetic Measurement,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': -196, 'medium': None, 'pressure_MPa': 0.1, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",62a84197b5fa,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Magnetic Measurement,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,,the magnetic susceptibility of Zircaloy-4 would be temperature-independent with a high value extending beyond the limit of this figure because of the ferromagnetism of the iron with a Curie point of approximately 770°C,property,,Results and Discussion,,Curie point,°C,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,°C,770,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
Zircaloy-4,,,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 25, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",702f72918beb,0.8,,χ_Fe amounts to 10^-3/mol (cgs emu) at room temperature,property,,Results and Discussion,,magnetic susceptibility,mol^-1 (cgs emu),STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,mol^-1,0.001,,,
,,,"{'temp_C': 25, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",702f72918beb,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 25, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",702f72918beb,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 25, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",702f72918beb,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 25, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",702f72918beb,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 25, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",702f72918beb,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 25, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",702f72918beb,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 25, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",702f72918beb,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 25, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",702f72918beb,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,,,"{'temp_C': 25, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",702f72918beb,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Results and Discussion,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk1,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,hardening,"The particle sizes estimated from the corresponding Langevin function were approximately 19.7, 21.2, 22.5, 12.8, and 13.5 Å, respectively",measurement,,text,,particle size,Å,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,magnetic,nm,1.97,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,hardening,"The particle sizes estimated from the corresponding Langevin function were approximately 19.7, 21.2, 22.5, 12.8, and 13.5 Å, respectively",measurement,,text,,particle size,Å,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,magnetic,nm,2.12,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,hardening,"The particle sizes estimated from the corresponding Langevin function were approximately 19.7, 21.2, 22.5, 12.8, and 13.5 Å, respectively",measurement,,text,,particle size,Å,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,magnetic,nm,2.25,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,hardening,"The particle sizes estimated from the corresponding Langevin function were approximately 19.7, 21.2, 22.5, 12.8, and 13.5 Å, respectively",measurement,,text,,particle size,Å,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,magnetic,nm,1.28,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,hardening,"The particle sizes estimated from the corresponding Langevin function were approximately 19.7, 21.2, 22.5, 12.8, and 13.5 Å, respectively",measurement,,text,,particle size,Å,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,magnetic,nm,1.35,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",205661f9c4d6,1.0,hardening,Particle volumes after heat treatments above 830°C were four times larger than those after heat treatments at 650 and 800°C,judgement,,text,heat treatment,particle volume,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,magnetic,,,,,
,{},,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",205661f9c4d6,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",205661f9c4d6,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",205661f9c4d6,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",205661f9c4d6,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",205661f9c4d6,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",205661f9c4d6,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",205661f9c4d6,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
,{},,"{'temp_C': 830, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",205661f9c4d6,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,heat treatment,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk2,,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'liquid nitrogen', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b4deb058afeb,,hardening,Figure 6 shows magnetization for Zircaloy-4 after annealing,observation,,Figure 6,annealing,magnetization,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk3,annealed,magnetization measurement,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'liquid nitrogen', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b4deb058afeb,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Figure 6,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk3,annealed,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'liquid nitrogen', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b4deb058afeb,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Figure 6,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk3,annealed,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'liquid nitrogen', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b4deb058afeb,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Figure 6,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk3,annealed,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'liquid nitrogen', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b4deb058afeb,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Figure 6,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk3,annealed,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'liquid nitrogen', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b4deb058afeb,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Figure 6,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk3,annealed,,,,,,
Zircaloy-4,{},,"{'temp_C': None, 'medium': 'liquid nitrogen', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b4deb058afeb,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Figure 6,annealing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_033_chunk3,annealed,,,,,,
