alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,metric极,metric极速_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极速test_type
Zircaloy-4,"{'Sn': {'value': 1.46, 'unit': 'wt%'}, 'Fe': {'value': 0.22, 'unit': 'wt%'}, 'Cr': {'value': 0.1, 'unit': 'wt%'}, 'Ni': {'value': 0.002, 'unit': 'wt%'}, 'O': {'value': 1150.0, 'unit': 'ppm'}, 'C': {'value': 120.0, 'unit': 'ppm'}}",,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,elastoplastic_model,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Table 1,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极速017_chunk1,ingot bottom,,,,,,
Zircaloy-4,"{'Sn': {'value': 1.46, 'unit': 'wt%'}, 'Fe': {'value': 0.22, 'unit': 'wt%'}, 'Cr': {'value': 0.1, 'unit': 'wt%'}, 'Ni': {'value': 0.002, 'unit': 'wt%'}, 'O': {'value': 1150.0, 'unit': 'ppm'}, 'C': {'value': 120.0, 'unit': 'ppm'}}",,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Table 1,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极速017_chunk1,ingot bottom,,,,,,
Zircaloy-4,"{'Sn': {'value': 1.46, 'unit': 'wt%'}, 'Fe': {'value': 0.22, 'unit': 'wt%'}, 'Cr': {'value': 0.1, 'unit': 'wt%'}, 'Ni': {'value': 0.002, 'unit': 'wt%'}, 'O': {'value': 1150.0, 'unit': 'ppm'}, 'C': {'value': 120.0, 'unit': 'ppm'}}",,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Table 1,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极速017_chunk1,ingot bottom,,,,,,
Zircaloy-4,"{'Sn': {'value': 1.46, 'unit': 'wt%'}, 'Fe': {'value': 0.22, 'unit': 'wt%'}, 'Cr': {'value': 0.1, 'unit': 'wt%'}, 'Ni': {'value': 0.002, 'unit': 'wt%'}, 'O': {'value': 1150.0, 'unit': 'ppm'}, 'C': {'value': 120.0, 'unit': 'ppm'}}",,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Table 1,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极速017_chunk1,ingot bottom,,,,,,
Zircaloy-4,"{'Sn': {'value': 1.46, 'unit': 'wt%'}, 'Fe': {'value': 0.22, 'unit': 'wt%'}, 'Cr': {'value': 0.1, 'unit': 'wt%'}, 'Ni': {'value': 0.002, 'unit': 'wt%'}, 'O': {'value': 1150.0, 'unit': 'ppm'}, 'C': {'value': 120.0, 'unit': 'ppm'}}",,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,corrosion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Table 1,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极速017_chunk1,ingot bottom,,,,,,
Zircaloy-4,"{'Sn': {'value': 1.46, 'unit': 'wt%'}, 'Fe': {'value': 0.22, 'unit': 'wt%'}, 'Cr': {'value': 0.1, 'unit': 'wt%'}, 'Ni': {'value': 0.002, 'unit': 'wt%'}, 'O': {'value': 1150.0, 'unit': 'ppm'}, 'C': {'value': 120.0, 'unit': 'ppm'}}",,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Table 1,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_极速017_chunk1,ingot bottom,,,,,,
Zircaloy-2,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,1.0,,The ingots of the two grades were forged into bars of 145-mm cross section.,measurement,,,,text,forged,cross section,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,bars,,mm,145,,,
Zircaloy-2,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,forged,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,bars,,,,,,
Zircaloy-2,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,forged,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,bars,,,,,,
Zircaloy-2,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,forged,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,bars,,,,,,
Zircaloy-2,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,elastoplastic_model,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,forged,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,bars,,,,,,
Zircaloy-2,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,forged,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,bars,,,,,,
Zircaloy-2,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,forged,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,bars,,,,,,
Zircaloy-2,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,forged,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,bars,,,,,,
Zircaloy-2,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,corrosion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,forged,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,bars,,,,,,
Zircaloy-2,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,forged,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,bars,,,,,,
Zircaloy-2,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,1.0,,The bars were cut into billets and heat treated in the beta phase region at 1060°C in an induction furnace and quenched in water.,measurement,,,,text,heat treated,heat treatment temperature,°C,STP1023极速-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,°C,1060,,,
Zircaloy-2,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023极速-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-2,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023极速-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-2,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023极速-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-2,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,elastoplastic_model,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023极速-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-2,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023极速-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-2,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023极速-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-2,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023极速-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-2,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,corrosion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023极速-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-2,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023极速-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-4,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,1.0,,The bars were cut into billets and heat treated in the beta phase region at 极速1060°C in an induction furnace and quenched in water.,measurement,,,,text,heat treated,heat treatment temperature,°C,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,°C,1060,,,
Zircaloy-4,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-4,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-4,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-4,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,elastoplastic_model,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-4,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-4,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-4,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-4,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,corrosion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-4,{},,"{'temperature': 1060, 'pressure': None, 'environment': 'induction furnace', 'strain_rate': None, 'irradiation_dose': None, 'time': None}",038865f896c2,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,heat treated,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,billets,,,,,,
Zircaloy-4,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,1.0,,Subsequent to machining the billets were extruded into hollows of size 63.5 by 10.9 mm for Zircaloy-4 (outer diameter and wall thickness),measurement,,,,text,extruded,outer diameter,mm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,hollows,,mm,63.5,,,
Zircaloy-4,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,extruded,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,hollows,,,,,,
Zircaloy-4,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,extruded,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,hollows,,,,,,
Zircaloy-4,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,extruded,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,hollows,,,,,,
Zircaloy-4,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,elastoplastic_model,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,extruded,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,hollows,,,,,,
Zircaloy-4,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,extruded,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,hollows,,,,,,
Zircaloy-4,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,extruded,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,hollows,,,,,,
Zircaloy-4,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,extruded,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,hollows,,,,,,
Zircaloy-4,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,corrosion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,extruded,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,hollows,,,,,,
Zircaloy-4,{},,"{'temperature': None, 'pressure': None, 'environment': None, 'strain_rate': None, 'irradiation_dose': None, 'time': None}",a80a48d72777,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,text,extruded,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk1,hollows,,,,,,
,{},,"{'temp_C': 385, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",45ab65d3e5cb,0.9,elastoplastic_model,tensile and closed-end burst testing at 385°C,condition,,,,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,"tensile testing, burst testing",,,,,
,{},,"{'temp_C': 385, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",45ab65d3e5cb,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 385, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",45ab65d3e5cb,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 385, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",45ab65d3e5cb,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 385, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",45ab65d3e5cb,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 385, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",45ab65d3e5cb,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 385, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",45ab65d3e5cb,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 385, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",45ab65d3e5cb,,corrosion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 385, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",45ab65d3e5cb,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': 'argon', 'atmosphere': 'argon', 'dpa': None}",e3d15815934e,0.9,elastoplastic_model,burst test was done in a tube-type vertical furnace and with argon as pressurization medium,condition,,,,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,burst testing,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': 'argon', 'atmosphere': 'argon', 'dpa': None}",e3d15815934e,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': 'argon', 'atmosphere': 'argon', 'dpa': None}",e3d15815934e,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': 'argon', 'atmosphere': 'argon', 'dpa': None}",e3d15815934e,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': 'argon', 'atmosphere': 'argon', 'dpa': None}",e3d15815934e,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': 'argon', 'atmosphere': 'argon', 'dpa': None}",e3d15815934e,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': 'argon', 'atmosphere': 'argon', 'dpa': None}",e3d15815934e,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': 'argon', 'atmosphere': 'argon', 'dpa': None}",e3d15815934e,,corrosion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': None, 'pressure_MPa': None, 'time_h': None, 'medium': 'argon', 'atmosphere': 'argon', 'dpa': None}",e3d15815934e,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",83d3cd0aae4d,0.9,,"immersion swab etched at room temperature for approximately 20 s in a solution containing 60% glycerine, 10% nitric acid, and 30% hydrofluoric acid",process,,,,Text,immersion swab etching,,s,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,s,20,,,
,{},,"{'temp_C': 25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",83d3cd0aae4d,,density,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,immersion swab etching,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",83d3cd0aae4d,,specific_heat,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,immersion swab etching,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",83d3cd0aae4d,,thermal_conductivity,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,immersion swab etching,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",83d3cd0aae4d,,elastoplastic_model,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,immersion swab etching,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",83d3cd0aae4d,,thermal_expansion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,immersion swab etching,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",83d3cd0aae4d,,irradiation_creep,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,immersion swab etching,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",83d3cd0aae4d,,irradiation_swelling,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,immersion swab etching,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",83d3cd0aae4d,,corrosion,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,immersion swab etching,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 25, 'pressure_MPa': None, 'time_h': None, 'medium': None, 'atmosphere': None, 'dpa': None}",83d3cd0aae4d,,hardening,not_mentioned_in_text,not_available,,,auto_filled_domain_placeholder,Text,immersion swab etching,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
,{},,"{'temp_C': 50, 'pressure_MPa': None, 'time_h': None, 'medium': 'concentrated nitric acid', 'atmosphere': None, 'dpa': None}",6ae9e4b3e3c0,0.9,,"rinsed in hot, 50°C, concentrated nitric acid",process,,,,Text,rinsing,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_017_chunk2,,,,,,,
