alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,test极_type,unit,value,value_max,value_min,极process_step
Zr-2.5Nb,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk1,as-received,,,,,,,
Zr-2.5Nb,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk1,as-received,,,,,,,
Zr-2.5Nb,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk1,as-received,,,,,,,
Zr-2.5Nb,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk1,as-received,,,,,,,
Zr-2.5Nb,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk1,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,1.0,hardening,As-received (10 ppm),measurement,,Table 2,,Ultimate Tensile Strength,MPa,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,tensile,,MPa,754,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,1.0,elastoplastic_model,As-received (10 ppm),measurement,,Table 2,,Elongation,%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,tensile,,%,14.7,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 300, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6833285e6912,1.0,hardening,As-received (10 ppm),measurement,,Table 2,,0.2% Yield Stress,MPa,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,tensile,,MPa,544,,,
HT Zr-2.5Nb,{},,"{'temp_C': 300, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6833285e6912,1.0,hardening,As-received (10 ppm),measurement,,Table 2,,Ultimate Tensile Strength,MPa,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,tensile,,MPa,663,,,
HT Zr-2.5Nb,{},,"{'temp_C': 300, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6833285e6912,1.0,elastoplastic_model,As-received (10 ppm),measurement,,Table 2,,Elongation,%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,tensile,,%,13.0,,,
HT Zr-2.5Nb,{},,"{'temp_C': 300, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6833285e6912,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 300, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6833285e6912,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 300, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6833285e6912,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 300, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6833285e6912,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 300, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6833285e6912,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 300, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6833285e6912,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 300, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",6833285e6912,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,as-received,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,1.0,hardening,Hydrided (200 ppm),measurement,,Table 2,,0.2% Yield Stress,MPa,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,tensile,,MPa,764,,,
HT Zr-2.5Nb,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,1.0,hardening,Hydrided (200 ppm),measurement,,Table 2,,Ultimate Tensile Strength,MPa,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,tensile,,MPa,877,,,
HT Zr-2.5Nb,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,1.0,elastoplastic_model,Hydrided (200 ppm),measurement,,Table 2,,Elongation,%,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,tensile,,%,10.3,,,
HT Zr-2.5Nb,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,1.0,hardening,Hydrided (200 ppm),measurement,,Table 2,,0.2% Yield Stress,MPa,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,tensile,,MPa,640,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
HT Zr-2.5Nb,{},,"{'temp_C': 150, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",3095ae868354,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 2,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk2,hydrided,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,0.9,elastoplastic_model,K _ { \\scriptscriptstyle { \\mathrm { C } } } decreased with increasing hydrogen concentration in both materials and was lower for the specimens with reorientated hydrides than for those with unreorientated hydrides,judgement,,text,,fracture toughness,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,"unreorientated hydrides, reorientated hydrides",slit burst test,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,"unreorientated hydrides, reorientated hydrides",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,"unreorientated hydrides, reorientated hydrides",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,"unreorientated hydrides, reorientated hydrides",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,"unreorientated hydrides, reorientated hydrides",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,"unreorientated hydrides, reorientated hydrides",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,"unreorientated hydrides, reorientated hydrides",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,"unreorientated hydrides, reorientated hydrides",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,"unreorientated hydrides, reorientated hydrides",,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,0.9,elastoplastic_model,"For the unreorientated hydride material, in the region where hydrogen concentration is less than 3 0 0 ~ \\mathrm { p p m } , K _ { \\scriptscriptstyle \\mathrm { C } } decreases monotonically with increasing hydrogen concentration",judgement,,text,,fracture toughness,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,unreorientated hydrides,slit burst test,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,0.9,elastoplastic_model,"in the region where hydrogen concentration is higher than 3 0 0 ~ \\mathrm { p p m } , K _ { \\scriptscriptstyle { C } } maintains a constant value of about 2 0 \\ \\mathrm { M P a } \\sqrt { \\mathrm { m } }",measurement,,text,,fracture toughness,MPa√m,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,unreorientated hydrides,slit burst test,,MPa√m,20,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,unreorientated hydrides,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,unreorientated hydrides,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,unreorientated hydrides,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,unreorientated hydrides,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,unreorientated hydrides,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,unreorientated hydrides,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,unreorientated hydrides,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,unreorientated hydrides,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,0.9,elastoplastic_model,"For the reorientated hydride material, in the region where hydrogen concentration is less than 1 0 0 \\mathrm { p p m } , K _ { \\scriptscriptstyle { \\mathrm { C } } } decreases rapidly with the concentration",judgement,,text,,fracture toughness,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,reorientated hydrides,slit burst test,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,0.8,elastoplastic_model,K _ { \\mathrm { C } } seems to converge to the same value as for the unreorientated material at 2 0 \\ \\mathrm { M P a } \\sqrt { \\mathrm { m } },measurement,,text,,fracture toughness,MPa√m,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,reorientated hydrides,slit burst test,,MPa√m,20,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,reorientated hydrides,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,reorientated hydrides,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,reorientated hydrides,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,reorientated hydrides,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk3,reorientated hydrides,,,,,,,
