alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,metric极,note,page_or_fig,process_step,process极,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极,极_type
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fc426e51e3b1,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,ST极1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fc426e51e3b1,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,ST极1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fc426e51e3b1,,corrosion,"Reactor A, 153, 2 Cycles, 8 μm",measurement,,,Table 1,irradiation,,oxide thickness,μm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,极 cladding,corrosion test,μm,8.0,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fc426e51e3b1,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,极 cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fc426e51e3b1,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,极 cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fc426e51e3b1,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,极 cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fc426e51e3b1,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,极 cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fc426e51e3b1,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,极 cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fc426e51e3b1,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,极 cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fc426e51e3b1,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,极 cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fc426e51e3b1,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,极 cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d9e93d3a67c7,,corrosion,"Reactor A, 192, 4 Cycles, 22 μm",measurement,,,Table 1,irradiation,,oxide thickness,μm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,μm,22.0,,,,corrosion test
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d9e93d3a67c7,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d9e93d3a67c7,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d9e93d3a67c7,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d9e93d3a67c7,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d9e93d3a67c7,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d9e93d3a67c7,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d9e93d3a67c7,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-极': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d9e93d3a67c7,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time极': None, 'atmosphere': None}",fd850a3c9e90,,corrosion,"Reactor A, 330, 4 Cycles, 36.6 μm",measurement,,,Table 1,irradiation,,oxide thickness,μm,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,corrosion test,μm,36.6,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time极': None, 'atmosphere': None}",fd850a3c9e90,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time极': None, 'atmosphere': None}",fd850a3c9e90,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time极': None, 'atmosphere': None}",fd850a3c9e90,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time极': None, 'atmosphere': None}",fd850a3c9e90,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time极': None, 'atmosphere': None}",fd850a3c9e90,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time极': None, 'atmosphere': None}",fd850a3c9e90,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time极': None, 'atmosphere': None}",fd850a3c9e90,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': None, 'medium': 'PWR', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time极': None, 'atmosphere': None}",fd850a3c9e90,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 1,irradiation,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk2,fuel cladding,,,,,,,
,{},,"{'temp_C': 320, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d6c361ac7649,1.0,corrosion,"Facility: CIRENE loop; Operating Time (EFPD): 80 to 450; Cladding Wall Temperature: 350 320 to 347; Heat Flux, W/cm{2: 98; Void Fraction, %: 0 to 15; Water Coolant Chemistry, ppm: pH = 7 B) = 1000 (Li) = 2.2",condition,,,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,corrosion,,,,,,
,{},,"{'temp_C': 320, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d6c361ac7649,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 320, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d6c361ac7649,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 320, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d6c361ac7649,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 320, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d6c361ac7649,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 320, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d6c361ac7649,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 320, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d6c361ac7649,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 320, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d6c361ac7649,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 320, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",d6c361ac7649,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 347, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7d704d357c7c,1.0,corrosion,"Facility: CIRENE loop; Operating Time (EFPD): 80 to 450; Cladding Wall Temperature: 350 320 to 347; Heat Flux, W/cm{2: 98; Void Fraction, %: 0 to 15; Water Coolant Chemistry, ppm: pH = 7 B) = 1000 (Li) = 2.2",condition,,,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,corrosion,,,,,,
,{},,"{'temp_C': 347, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7d704d357c7c,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 347, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7d704d357c7c,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 347, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7d704d357c7c,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 347, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7d704d357c7c,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 347, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7d704d357c7c,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 347, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7d704d357c7c,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 347, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7d704d357c7c,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 347, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",7d704d357c7c,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 295, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",9bdd7b05429d,1.0,corrosion,"Facility: Reactor A; Operating Time (EFPD): 1 to 5 cycles; Cladding Wall Temperature: 295 to 345; Heat Flux, W/cm{2: POWER WATER REACTORS 57; Void Fraction, %: 0; Water Coolant Chemistry, ppm: pH = 6.9 coordinated chemistry",condition,,,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,corrosion,,,,,,
,{},,"{'temp_C': 295, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",9bdd7b05429d,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 295, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",9bdd7b05429d,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 295, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",9bdd7b05429d,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 295, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",9bdd7b05429d,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 295, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",9bdd7b05429d,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 295, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",9bdd7b05429d,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 295, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",9bdd7b05429d,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 295, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",9bdd7b05429d,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 345, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",680e95e52d42,1.0,corrosion,"Facility: Reactor A; Operating Time (EFPD): 1 to 5 cycles; Cladding Wall Temperature: 295 to 345; Heat Flux, W/cm{2: POWER WATER REACTORS 57; Void Fraction, %: 0; Water Coolant Chemistry, ppm: pH = 6.9 coordinated chemistry",condition,,,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,corrosion,,,,,,
,{},,"{'temp_C': 345, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",680e95e52d42,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 345, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",680e95e52d42,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 345, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",680e95e52d42,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 345, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",680e95e52d42,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 345, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",680e95e52d42,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 345, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",680e95e52d42,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 345, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",680e95e52d42,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': 345, 'medium': 'water', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",680e95e52d42,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,table,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,corrosion,The linear regression presented in Fig. 3 confirms the cubic kinetics of the oxide growth in the pre-transition state,judgement,,,text,,,oxide growth kinetics,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,corrosion,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,corrosion,"The transition time $t _ { \mathrm { t r a n s } }$ is longer $( \sim 3 0 \% )$ in autoclaves than in loops or reactors, after temperature correction",judgement,,,text,,,transition time,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,corrosion,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,corrosion,The activation energies calculated in autoclaves are much lower than those obtained in loops or reactors,judgement,,,text,,,activation energy,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,corrosion,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,corrosion,The corrosion rates assessed in reactors are higher by a factor 2.5 to 3 than those obtained in loops,judgement,,,text,,,corrosion rate,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,corrosion,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,1.0,corrosion,"Phase: Pre-transition; Autoclave: Qpre, cal/mole: 23782; CIRENE: 33779 ± 2000; PWRs: 34119 ± 2000",measurement,,,table,,,activation energy,cal/mole,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk3,,corrosion,J/mol,99338.0,,,,
